material,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17,Week 18,Week 19,Week 20,Week 21,Week 22,Week 23,Week 24,Week 25,Week 26,Week 27,Week 28,Week 29,Week 30,Week 31,Week 32,Week 33,Week 34,Week 35,Week 36,Week 37,Week 38,Week 39,Week 40,Week 41,Week 42,Week 43,Week 44,Week 45,Week 46,Week 47,Week 48,Week 49,Week 50,Week 51,Week 52
52,96902.67,109889.7,9785.14,91514.48,60290.67,78450.52,27244.61,34304.54,33336.05,8894.62,103134.3,40267.94,121189.26,6845.17,85306.5,66771.99,35634.24,184511.96,50007.57,5510.93,68514.93,76540.86,15506.97,66490.16,46275.57,70996.26,31738.79,101367.65,103279.03,41374.7,80361.39,22243.84,13351.84,100032.04,26422.24,59008.39,77037.74,1541.34,94779.08,14137.98,15413.14,81046.35,24483.4,35916.69,18002.4,41027.66,28852.3,11124.93,10280.53,61489.03,40336.1,67555.17
53,8627.36,20029.67,77842.88,112448.29,9752.47,50120.29,18786.36,15832.39,45725.91,19658.4,55914.01,22317.51,153517.3,132895.48,66057.54,109406.84,103399.84,82345.59,30602.32,12979.7,5124.67,35292.47,37692.03,57775.96,32946.99,53077.95,13265.38,47848.49,143916.85,26941.9,24070.89,15827.03,23769.67,26356.13,35729.67,39944.45,8890.54,214163.71,24854.7,65141.39,65620.53,50691.16,19350.21,57014.91,17578.13,114983.94,18842.43,68638.89,44454.94,24394.11,23561.42,3969.44
54,16235.36,130397.45,66524.0,52028.34,40611.35,78009.73,110380.5,35479.29,64675.13,50817.17,38272.43,100613.17,45960.98,65692.46,2840.64,42041.39,16598.42,83503.75,2742.98,24084.6,31412.46,57742.59,20268.66,18868.07,62354.81,26577.94,2708.25,19185.44,78733.0,60317.12,43179.52,35431.38,14272.04,19329.42,8487.24,5527.97,81313.09,44053.51,49098.37,16796.66,41137.48,49762.09,36169.86,12037.0,27734.53,81545.23,72483.41,7878.81,23462.69,40393.4,62668.84,12717.64
55,79560.32,24085.89,72348.44,30260.8,39953.28,29443.9,59119.16,13012.91,30675.29,42028.75,22259.7,20894.16,30278.03,48932.71,52681.5,20529.85,40248.17,55010.26,35999.5,81365.79,72526.52,20473.29,36781.71,92597.41,32856.24,95933.02,23470.23,97168.33,15027.59,42824.8,84911.23,21378.06,12950.58,42964.55,120157.77,33019.71,33863.32,84178.03,21077.78,92546.09,32426.15,31438.19,55288.15,9436.55,25580.12,22126.49,43101.74,6596.0,16174.83,22906.43,79812.15,46208.44
56,49011.5,17309.42,152951.73,77432.85,51738.76,10046.8,13324.42,51776.88,52793.55,36926.37,4624.03,79448.49,54838.59,12516.85,34355.83,16626.25,3894.57,56814.29,6128.75,47345.42,57197.88,51839.76,1043.76,14074.28,24219.52,19080.88,53516.07,69446.19,76942.52,43305.55,50325.24,10884.94,25389.03,23174.06,5297.2,6764.53,55834.51,95730.01,29214.98,44688.67,45185.6,56736.0,98627.0,24995.67,41708.01,158201.46,6237.76,47018.08,19353.55,19104.71,30214.3,51618.69
57,47502.13,99682.99,39694.31,8936.5,76568.36,107691.1,88942.06,80519.41,35229.83,71446.34,128543.0,36970.92,67619.39,57400.04,83427.15,79710.44,11323.49,23575.07,32396.69,16814.34,129643.88,18496.13,48471.74,23279.24,68901.62,42714.81,36686.01,14263.18,31260.2,39833.81,29139.47,4722.38,11711.42,77011.85,75950.67,13562.19,12043.61,32812.76,39882.35,83528.01,39513.38,42645.19,64456.84,141144.08,47125.58,47565.05,35174.21,20895.37,112324.55,31815.53,28150.47,53743.98
58,115336.12,9701.76,69828.6,33618.06,26869.95,100417.64,19646.31,48122.39,18361.18,36305.97,50738.7,66302.94,66946.39,78328.63,55165.04,30449.54,27090.88,43631.7,81216.71,21026.31,98293.43,65973.39,90599.01,2532.26,36527.73,52034.78,71426.49,11337.24,11706.33,31431.83,5345.87,27776.9,9324.67,23083.63,91896.29,40678.58,39265.75,35146.78,81500.65,30179.17,58031.05,53574.66,91407.5,93511.31,98213.21,40645.2,55798.07,73484.63,31330.83,117177.23,53846.95,107876.94
59,51685.01,46158.16,34435.16,37038.49,71922.21,9398.99,132425.3,56640.81,43318.4,40074.14,45743.02,52734.33,5859.92,64375.64,13527.65,69409.33,12077.94,17670.51,162186.34,24915.48,50025.14,75558.47,42692.61,43340.45,41909.0,26450.33,77889.56,28165.21,3430.31,15416.03,158054.17,21284.03,57303.05,28347.33,69159.85,25203.37,81109.17,24688.72,35589.95,19586.91,54846.55,11293.4,3611.01,67276.3,113451.21,22987.62,46169.29,107845.28,2177.6,43609.8,26014.68,73391.59
60,54325.95,57015.62,6656.13,21631.1,98218.08,74770.87,47200.57,42909.13,25563.61,29144.13,4250.08,63130.39,24757.44,37214.76,84498.1,50854.06,46002.22,65554.24,18814.73,180295.08,131806.01,100772.95,126369.69,19116.23,105626.1,13271.16,34298.75,38612.22,9939.4,28308.88,25469.05,34241.0,15633.71,36058.47,28337.44,59877.25,9952.02,34995.47,36215.53,104801.99,174507.81,35188.33,32042.21,7016.19,79618.6,149699.55,50469.32,40266.41,20782.65,21311.54,24771.05,106289.13
61,16120.31,50472.94,43616.38,45279.6,23361.88,61183.48,35855.86,22181.22,57252.32,34970.01,90907.71,4556.29,17359.5,140646.64,134544.15,169469.83,54577.13,32659.35,38061.04,140984.16,30727.97,44475.4,97986.88,40862.46,31005.23,101604.1,76406.24,40912.58,146369.26,52802.18,27164.59,111760.66,4623.1,40949.47,31244.69,47563.81,103746.35,8696.89,49514.67,63005.65,57839.98,20856.34,25470.52,60796.54,10327.87,19161.26,59876.99,42468.69,41558.06,43720.74,18551.79,66887.75
62,58276.75,33105.82,19254.19,96636.73,84990.76,139148.21,97586.11,114356.31,23525.74,65065.15,66581.98,40165.71,68487.11,31118.64,61050.22,58840.43,22355.37,17997.11,38264.99,51775.72,19015.92,53648.74,72869.73,9302.16,35732.83,11413.69,7685.94,28780.03,151207.86,39866.18,24535.0,19198.5,57622.77,35783.98,57072.31,20808.53,37466.79,103008.07,14294.26,69150.59,45647.72,113656.54,53953.27,68020.73,48791.56,73047.62,12930.55,37436.19,33763.83,2487.63,102659.1,14958.87
63,37811.9,97599.7,9296.91,29666.36,60305.33,35573.57,104660.79,18358.23,58996.69,12106.32,72796.69,20626.64,134878.09,12622.67,83305.56,126873.37,10297.8,37088.4,18683.33,48108.22,21262.55,36200.67,12549.75,7827.69,11279.49,38611.77,34298.17,60401.54,50916.74,16229.8,40219.37,2951.9,29722.96,69648.74,48930.32,38160.25,14438.94,62729.37,75094.36,125448.08,97030.44,30961.63,26487.49,66701.07,49197.52,69294.07,68241.81,6638.24,32843.82,56324.08,27702.01,82332.16
64,42163.54,51591.37,49592.29,24145.8,42215.1,34343.71,35744.94,75552.97,47996.96,77945.64,11046.23,31590.05,35946.05,32173.73,28376.1,68610.78,44998.4,23539.98,44753.88,60350.29,22477.37,26889.82,46010.02,7635.32,33478.8,28882.17,56676.49,22160.27,63989.49,3599.65,34972.64,28968.38,31728.71,86514.3,45802.68,33202.29,42126.27,89386.61,120502.47,50484.53,96755.37,16858.49,47510.38,19014.74,39355.2,19171.07,41518.59,77482.52,17380.81,17537.77,31614.66,121531.43
65,54517.37,47065.31,42184.26,74882.13,63276.99,60173.55,15572.1,53174.55,9082.17,11855.3,22838.24,21790.29,60295.79,14332.19,33294.17,53910.38,31487.12,69507.79,38098.36,37242.81,67659.21,52926.38,42738.13,71851.93,103320.55,33759.35,111581.44,107705.47,31833.95,74783.52,20354.49,127581.38,45690.42,63166.18,72729.38,29741.03,11706.76,19448.84,11332.05,58034.81,16755.15,17640.68,82413.3,63826.76,129620.32,32244.26,10215.07,2214.25,57561.67,43087.37,41460.26,7643.84
66,62481.99,83086.81,56109.55,20492.09,69897.11,57763.57,5931.78,32293.42,39825.35,6181.04,71181.31,7796.55,111377.47,42007.96,66723.32,41215.44,31352.8,51707.56,16221.05,9865.48,17888.95,57164.73,7886.24,26827.72,67415.82,30073.33,11032.85,53121.66,21584.63,70611.37,36516.04,62435.57,74031.16,128073.75,134030.77,49524.4,24314.67,74591.12,23814.09,12144.77,79287.47,73209.31,104611.32,65452.29,18093.36,19758.45,99878.23,37765.71,33846.03,55067.91,129796.73,96427.29
67,46257.66,70374.34,26147.53,19457.93,67891.63,30717.04,40441.09,68129.68,72096.85,14333.11,84350.01,36794.88,70330.47,34710.5,9178.38,56006.99,66399.64,41461.96,43371.6,49170.48,24775.34,31591.21,84604.38,9958.08,132153.47,38933.98,41430.97,83627.07,81422.85,95226.25,10592.75,6050.97,138582.0,39666.98,33775.1,26400.07,24777.22,36662.85,36060.79,23059.16,100108.12,7243.37,25201.63,59945.48,55174.51,75527.45,15222.46,86794.13,24729.22,52834.45,19227.41,32866.23
68,38542.57,29627.43,4896.05,35670.12,59897.09,9469.44,6871.32,27487.04,51891.78,75722.61,51483.24,102844.47,68446.19,13887.42,26704.08,87371.07,85583.01,22321.49,10872.76,40598.32,57738.44,52748.55,27922.07,19234.1,18722.03,23610.49,43113.42,20392.15,34362.53,148427.23,59341.05,21343.84,55005.63,24205.65,34913.98,6251.61,49883.66,22667.57,32286.23,49592.17,140571.2,40613.99,13951.12,27102.31,12144.64,47243.53,28841.81,47177.56,80342.61,110093.85,53653.8,15976.62
69,89748.56,56534.15,52333.35,31328.9,32201.39,44637.58,65693.24,80847.92,14216.26,32009.97,28696.68,103936.6,88855.75,68138.05,31689.06,7227.1,25374.4,57183.46,64588.03,22994.98,39356.52,8716.66,35465.0,31203.79,66058.43,101052.99,38768.27,43676.76,45546.01,34366.92,22686.76,23332.91,27657.65,43169.83,22647.34,11118.01,17698.16,20718.61,91560.75,32564.11,58560.09,37815.19,42216.31,10528.62,20596.35,136432.72,18176.59,33496.39,27312.15,57275.81,102425.21,31837.5
70,31629.86,19906.9,44249.93,23539.53,44428.29,85350.53,167517.01,281851.63,72241.27,10520.27,45736.46,35412.14,128556.27,1608.37,45803.9,15959.84,41432.94,8167.52,63917.74,42364.01,92070.57,116978.35,50197.59,12485.78,42095.56,10055.67,16605.86,86608.49,38191.09,49942.65,53684.83,66042.03,22500.37,73269.04,26203.36,26792.17,8713.86,50911.69,5745.41,44986.33,35766.47,36303.94,66796.85,98110.81,37141.74,26523.13,23670.17,28679.17,39382.69,56627.07,4211.41,70371.95
71,96798.61,41907.7,120970.95,13145.6,93015.61,53590.39,27099.29,70504.01,115782.34,34901.91,80879.89,41722.89,5718.7,71693.72,20153.87,77967.22,4217.26,28800.57,22569.85,3528.58,89102.25,38653.31,48822.93,40671.44,75357.52,40209.13,21319.5,64119.35,70550.39,29428.6,5095.36,20045.88,55639.86,59497.28,2430.12,26054.39,57582.73,19783.37,45560.8,83742.89,96952.9,52830.2,127841.01,59284.54,17821.35,70028.97,81112.82,21803.37,96057.98,106240.76,26372.24,39804.66
72,23668.78,94140.65,30664.91,9490.19,20974.72,113241.36,40903.22,32328.94,60002.28,12695.28,46645.13,21131.11,59760.74,46023.15,71054.69,27444.05,38200.46,24795.46,38282.16,34458.51,107268.82,53478.51,15897.11,19883.36,23187.65,20926.75,34830.06,42195.26,103586.48,16439.51,98282.84,95594.62,42732.11,1440.73,89274.65,39314.81,37728.93,13732.97,5515.67,26616.45,16048.19,118935.38,86272.54,30088.93,31974.07,59879.71,117265.94,45394.52,46780.98,33172.87,45762.02,67444.38
73,41360.54,9307.48,101886.57,40223.47,24442.17,28526.77,94147.81,45500.34,65309.84,68675.7,31932.02,29882.96,53192.2,133289.68,44826.75,17144.91,46801.46,2528.33,32259.88,25137.76,13230.29,47655.03,14751.34,43820.66,18751.01,115432.89,37613.44,149131.89,52032.75,61865.39,31089.73,18638.54,78098.96,77390.96,75094.42,47565.17,98512.84,40605.13,54793.72,42145.52,16666.0,70658.66,67040.98,33874.3,27702.2,43019.49,27766.61,55173.83,26521.48,90525.49,46892.25,21204.83
74,27514.24,70794.43,22577.65,85597.93,75975.6,18861.62,40788.28,16248.62,72407.8,32508.3,24389.92,95080.0,36644.26,37062.24,50521.8,58329.88,21465.18,43686.1,115557.84,13419.42,32967.25,6341.14,19118.32,74848.16,10717.79,18946.39,82969.86,206197.96,11750.38,35236.94,17904.02,61295.36,31745.22,70934.46,53728.79,37048.18,149262.29,35439.31,27363.31,47912.27,41061.34,76064.28,70024.68,83030.08,46913.2,102255.01,34006.91,6592.67,49467.89,25009.4,224263.79,31263.78
75,25067.53,127128.86,30796.9,20551.38,12221.35,92299.41,63036.48,35712.75,16272.41,72717.16,21383.96,65131.18,69329.62,18084.31,30855.57,78569.92,151569.88,38822.68,49299.78,53844.62,41648.79,13487.55,48779.11,76281.25,48404.1,32563.34,138000.38,10636.73,30784.19,107511.8,36725.53,40435.05,107526.94,108772.29,111176.59,48127.13,27855.17,87069.51,20740.58,27304.86,35431.81,71634.17,41795.23,78808.41,22925.23,132524.95,39636.95,30376.68,7428.2,17453.41,103888.91,12944.06
76,26209.05,25624.6,52378.58,74415.14,26586.88,4114.34,20754.39,14632.67,66499.33,62353.11,55633.3,103052.16,53305.98,20461.34,14749.08,45716.4,9386.33,117578.4,40690.68,48440.43,7938.55,112329.02,19775.54,58516.37,82582.76,64363.19,31664.79,76094.12,39851.96,59028.55,66497.55,11360.63,47616.64,23529.02,10813.44,132260.21,126224.12,36714.22,56455.58,67919.05,49379.18,22946.71,1864.22,11226.11,26900.45,95426.73,29410.39,8526.84,100816.68,33329.19,14317.49,7867.49
77,20140.56,47710.83,6593.1,25648.92,70441.79,56259.81,118171.52,71744.84,10547.66,48415.55,34617.3,87239.85,74995.75,103403.14,54549.9,77290.73,7725.09,31533.59,47675.62,22835.64,75969.04,15915.5,72034.8,10309.69,51454.84,49134.38,141033.93,61958.64,55848.11,24709.41,65855.23,57406.91,8572.48,11399.04,26007.25,57340.66,48048.05,149294.37,72748.38,87979.13,62120.54,91240.28,101298.53,27613.39,58244.15,14703.68,59567.54,32147.86,30190.79,48613.2,43004.81,38467.82
78,53962.96,26898.35,78682.26,67630.7,64090.75,29953.07,19223.31,17007.21,56041.43,71284.6,15049.6,1697.8,10025.87,111815.71,33632.3,74601.43,14728.23,28563.6,113657.32,21021.53,37543.29,175047.78,57853.67,30130.28,32099.2,58847.22,56064.29,39064.96,12575.77,40646.85,32579.59,56835.95,17528.26,44918.44,24201.65,28776.4,81344.84,76525.39,10972.77,43419.58,73243.43,14221.98,12083.3,25377.59,105326.17,53252.51,73011.11,33304.85,45430.69,46924.57,193489.25,40031.23
79,42795.36,42624.45,68525.54,38784.67,70060.34,10794.54,31968.52,59346.91,97008.34,20883.7,106409.44,89067.84,66906.55,62300.28,35687.25,37319.63,23918.68,74379.94,19224.93,14744.21,20771.6,62161.54,60948.7,40876.68,27407.89,108194.57,40731.92,112192.92,36339.54,10464.35,26815.34,124866.07,25407.72,15920.27,77862.22,35425.47,38967.97,32998.89,12696.78,18555.72,75441.63,56020.0,20708.68,145169.72,30306.3,14682.65,13957.13,4198.0,51355.08,16000.6,21837.14,61864.51
80,64829.61,78976.81,49784.04,32458.81,57825.23,56470.89,11261.3,53205.36,20848.1,104570.07,8604.65,53837.08,48355.16,90628.65,66416.97,39788.17,49199.71,144764.31,109749.63,25463.98,23639.67,46845.36,7823.4,31456.44,59401.7,43366.9,55564.37,36838.95,57962.4,135731.11,47951.67,66604.91,71224.74,14830.91,69109.96,14070.45,113260.35,93999.06,43740.6,50272.21,51084.12,63422.04,23970.89,6966.24,61238.78,73861.78,23852.93,107887.31,85944.25,46194.66,111975.36,29838.23
81,100004.12,29528.18,94403.22,48950.17,213047.58,16345.66,86929.82,37829.84,101179.87,57690.41,34509.58,59153.19,26395.25,35508.48,124231.99,19940.43,43218.66,36082.82,52091.26,73632.55,64148.43,14227.19,82601.89,58657.09,48288.94,56201.0,126562.08,30736.66,92883.88,105592.38,39832.2,19220.18,50333.67,35629.12,128439.02,47884.37,175070.09,12016.58,27336.88,94794.9,62594.97,28072.41,53218.78,26881.13,18808.68,7484.17,112451.87,41632.2,15047.34,31973.89,36911.78,63715.46
82,43633.75,79162.9,45910.19,7935.3,10824.13,17519.47,56621.03,13304.08,60383.4,43196.38,122568.11,37590.67,15294.95,84720.74,13339.93,26333.65,15950.8,69238.55,10655.59,13378.46,41771.94,53562.24,15521.37,44087.42,29171.92,33952.53,41463.32,5465.63,74247.59,71438.01,59866.05,79078.71,201475.06,18038.21,21263.08,91496.37,65242.78,41941.03,18201.66,34214.66,22130.39,27821.25,25446.49,42190.29,10477.16,161228.97,50518.27,33833.94,28175.08,80639.08,18585.03,45676.8
83,56940.27,42750.96,97212.1,16671.24,101184.65,126976.26,101972.36,80796.54,48951.93,47982.25,25044.78,44669.62,30309.47,25348.91,19058.12,31157.24,17619.06,36954.95,44463.03,11017.41,21683.57,11147.48,39387.12,80268.44,14167.74,12321.06,22104.54,45603.61,8278.67,90560.11,36160.12,70699.34,23202.18,58961.43,58607.25,17995.4,35377.59,68579.07,29377.7,63274.19,41411.27,51766.1,37981.71,77558.79,26536.02,142123.36,18001.17,62299.55,62308.42,33954.91,45175.43,82978.82
84,35838.01,41379.21,79335.93,36219.65,13414.62,14539.02,54810.89,57750.6,235965.14,94434.04,2426.11,43755.18,15831.64,16914.56,41792.99,19043.48,34650.63,68704.3,98373.22,29248.09,59308.98,29958.09,40126.23,7488.1,109890.7,50210.55,76542.28,93577.51,22172.96,31646.69,21464.66,19523.21,52865.36,23820.64,1685.19,19023.71,66914.65,35346.02,45022.28,29985.41,9994.38,211133.06,80144.06,47345.82,21989.92,141907.22,52146.19,27419.36,35703.36,24973.86,18810.46,39455.29
85,36166.17,28455.26,176441.71,22448.62,13457.65,65803.01,27894.89,61521.99,10439.38,54508.84,32697.41,6770.46,31776.2,83965.78,103597.25,19696.54,112472.82,32649.36,14796.17,16900.56,41865.87,14988.38,150304.41,60915.49,13758.86,31662.82,95272.43,11295.5,45306.79,15188.87,53959.71,113643.75,61653.28,45572.08,79520.82,128947.03,80422.88,54711.45,34006.65,10460.64,21136.28,54119.08,42596.97,40480.29,45693.21,49483.64,111168.83,16717.09,32285.88,40196.62,36837.47,37505.5
86,17226.94,45843.37,15413.56,97857.94,36779.71,74675.93,30920.69,36426.5,20924.72,70067.18,15964.85,53597.75,32855.98,52257.74,66454.37,53980.79,21188.59,106113.9,41993.24,48580.78,46428.59,33928.91,6084.26,15663.63,17268.41,83431.01,187058.34,54980.35,101861.35,15203.57,40445.44,61069.29,99744.2,20654.99,52556.66,21165.02,11069.69,88213.65,65704.94,73799.82,27409.93,43287.35,13045.9,52929.09,6345.87,79107.19,7773.85,12431.57,44948.27,48513.9,86840.54,22278.97
87,50663.68,80176.49,38362.73,17979.95,48788.14,77701.78,51229.8,71349.54,33764.71,71843.66,21460.64,24828.23,28691.9,104154.15,57560.0,21646.86,57123.53,178415.05,37505.07,85526.67,8571.77,95180.81,49800.05,102126.94,52806.78,114428.18,104114.0,14308.12,54846.59,85754.93,53686.4,77015.74,35077.32,104864.93,56442.58,75577.23,74457.78,34769.37,61253.51,37561.58,36358.41,60186.48,42170.83,29629.47,33393.01,44063.54,17212.29,47151.55,34907.68,78401.89,2762.76,99800.17
88,15390.58,32312.83,38367.24,19063.07,49417.28,43306.72,87282.33,35930.47,109511.15,15968.45,37004.65,25997.01,41286.37,11512.34,22153.1,44788.94,91457.13,52016.53,110223.83,66445.57,56136.37,28077.21,64619.18,11647.14,31109.64,44067.08,7615.43,36618.34,160388.18,89402.25,50313.99,61641.45,84385.71,20085.2,8290.05,63790.48,29738.52,74127.32,53233.7,50073.96,37774.72,18436.45,29115.24,14874.92,82170.33,14868.46,8482.9,55073.44,25239.92,46178.98,37082.01,7117.26
89,53225.76,4520.15,65598.69,40272.19,112543.61,45347.68,60566.0,81770.33,83629.55,50364.02,69602.73,20261.35,50944.84,96399.53,15960.83,107155.21,21726.15,104358.36,12578.28,106811.65,26104.74,42589.57,58406.37,50634.38,88222.94,19034.99,27179.42,62407.3,18973.55,23311.78,45157.4,49474.56,103771.44,43964.65,117741.13,60397.97,18729.51,29380.95,34242.37,3593.71,24937.09,52714.56,34487.71,28876.55,73507.66,12497.56,58383.67,22056.86,9970.57,91868.7,14589.76,64711.57
90,100372.23,63536.77,58246.66,35215.31,78674.15,30725.84,38990.18,93533.07,4527.49,12848.61,49796.17,29972.42,15917.94,14412.26,71762.11,61207.82,34763.79,5905.38,17321.11,17243.72,30010.98,35356.52,4498.99,28221.76,56051.35,43492.7,21030.77,84481.03,43951.24,66056.47,95197.43,130254.36,17233.82,17369.11,89240.57,8450.54,55202.18,32251.92,13275.98,69948.77,12546.77,120520.77,9122.48,40810.5,50440.25,36655.63,129181.21,32655.83,93363.76,55930.75,49083.0,61967.21
91,35562.85,91029.48,39852.6,11764.59,39347.95,83246.35,32135.98,65466.74,31174.82,15150.48,37182.18,89118.88,36916.34,92822.65,32680.74,131362.25,76277.46,16243.4,5297.52,92096.73,27824.07,42134.94,47771.98,25857.55,92938.15,76649.62,32484.68,31942.87,26982.52,42433.73,28244.25,62726.04,24495.66,20922.64,6452.97,38627.89,73802.41,31737.52,34228.47,57282.29,86043.55,44701.32,92726.45,42877.46,119661.47,45886.28,6718.27,25300.17,25745.01,39060.1,18812.49,60008.91
92,19690.88,79957.76,3578.17,36548.02,22159.37,57188.42,100190.58,69696.33,27159.95,9517.44,6167.66,43761.37,37720.93,72913.09,76747.98,33979.71,70631.51,96314.35,48384.18,31999.69,28364.9,79469.24,68510.7,38707.84,61626.48,28633.09,82078.2,38832.44,55082.98,38961.61,30257.07,19991.05,75103.99,33098.74,110037.11,46564.22,17749.3,46023.32,75234.08,9627.12,40256.57,77809.19,80842.2,15151.69,59420.27,105602.82,35253.43,28753.22,53447.71,38216.21,114380.13,15535.04
93,38248.85,12887.85,111728.18,77252.35,65687.18,37234.2,46096.89,61786.87,70767.85,59359.33,43331.99,27120.61,68277.86,15396.32,27467.31,40961.09,31552.22,19381.84,15220.71,22413.49,39028.09,104056.28,15414.68,74374.96,25152.1,47595.34,10470.91,56815.01,24917.78,57247.22,35933.3,60925.98,19803.36,17385.8,24804.59,71150.04,51677.25,21323.37,17374.35,33298.94,34742.12,28454.21,46296.16,11762.1,8704.04,95749.81,51777.33,147198.22,33837.45,17666.75,23568.08,49443.5
94,61253.27,40905.99,32918.98,102883.2,75060.01,58187.45,20094.75,4451.51,62302.68,14202.0,19916.2,54037.58,34949.19,43229.12,18735.73,86127.49,66909.95,50307.79,40012.16,33200.0,91523.09,18880.01,37470.1,35444.22,14592.85,46409.06,1017.67,18850.13,29269.6,34056.29,90015.15,39568.44,85989.76,16184.28,93597.32,11809.08,42112.53,14245.16,30067.24,99907.17,20993.2,27987.17,15095.0,36704.73,24430.56,26727.35,16387.48,56192.07,3684.31,75387.97,116968.68,40158.2
95,58171.21,13736.55,26386.75,42342.76,37841.43,116452.98,3711.39,35593.04,93615.62,27924.25,125886.37,34378.53,29775.63,98978.31,9776.8,190624.47,10620.59,27579.54,62648.66,40889.58,32449.74,18611.79,108539.22,30658.74,56948.81,40721.73,77830.47,21383.49,63473.14,89454.56,121148.22,78957.9,100877.86,81668.13,32601.87,47249.06,76206.6,35362.13,168484.27,47368.32,22129.48,9101.84,159374.98,12599.76,9747.96,83486.16,154278.59,41671.23,26927.8,63657.95,109031.1,111477.01
96,29129.63,29744.56,45190.77,33249.18,13370.48,43526.58,37303.4,23643.99,15696.74,18873.68,51789.65,50549.68,26029.63,31710.65,19549.86,72725.19,32506.44,53118.31,70106.83,18052.07,31291.95,65425.07,63326.3,10622.59,31645.82,27406.36,12471.85,9365.11,44829.39,10809.55,33802.91,37450.05,88441.46,6991.93,53934.48,43449.87,104967.24,41621.91,32177.04,7560.71,54324.22,40891.54,55354.69,18133.16,32390.94,73555.22,93462.22,10563.83,65714.12,16920.93,9232.61,72488.04
