product,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17,Week 18,Week 19,Week 20,Week 21,Week 22,Week 23,Week 24,Week 25,Week 26,Week 27,Week 28,Week 29,Week 30,Week 31,Week 32,Week 33,Week 34,Week 35,Week 36,Week 37,Week 38,Week 39,Week 40,Week 41,Week 42,Week 43,Week 44,Week 45,Week 46,Week 47,Week 48,Week 49,Week 50,Week 51,Week 52
260,9.94,5.34,13.98,87.36,1.89,6.94,30.03,37.05,19.6,53.69,64.38,46.81,80.49,56.64,47.81,63.25,22.85,8.6,42.37,21.16,22.24,15.58,8.05,31.07,37.62,18.14,7.45,26.67,44.23,23.04,26.39,6.94,79.6,58.97,18.1,28.0,50.95,10.73,100.56,103.23,103.84,48.54,67.27,6.5,22.59,78.14,17.89,47.94,43.1,16.58,71.12,80.35
261,254.6,22.4,198.69,214.52,257.56,115.29,184.1,76.52,30.36,46.89,246.84,153.37,95.62,126.97,47.82,37.72,190.67,83.87,78.47,56.71,30.47,59.92,30.73,110.74,410.99,108.7,47.07,107.44,62.4,264.51,32.68,55.03,81.77,156.84,156.31,20.83,201.51,380.19,80.43,140.43,33.87,56.17,61.62,191.68,16.82,347.48,220.65,304.19,59.4,36.66,17.53,92.9
262,212.91,465.41,209.35,299.68,223.94,206.07,112.34,117.57,200.73,365.03,203.55,114.94,36.66,262.89,246.19,322.74,342.18,261.34,177.46,167.93,402.86,573.27,175.04,134.06,442.72,280.59,158.07,410.14,140.63,339.85,236.38,147.47,438.0,397.98,155.65,211.66,54.5,45.98,369.17,123.29,331.9,240.34,502.87,288.66,190.28,20.91,123.24,490.11,72.38,170.11,265.94,132.67
263,25.32,226.02,26.44,297.25,75.07,179.23,142.1,27.19,113.94,164.95,41.82,259.14,68.21,55.13,70.43,144.36,154.06,66.02,150.64,223.19,231.07,127.35,71.32,116.5,2.78,166.9,50.84,125.85,403.53,287.26,96.46,24.05,60.25,85.16,77.24,140.5,96.41,59.31,213.02,42.84,142.51,158.31,15.55,66.49,262.26,93.99,90.51,101.66,101.58,49.27,32.9,326.02
264,574.17,273.8,493.02,233.74,178.89,460.83,106.64,119.91,105.32,195.2,107.02,157.04,53.58,89.78,18.56,74.58,277.02,407.43,105.94,123.02,161.27,158.43,137.32,211.09,240.33,39.32,203.98,110.53,234.43,69.37,275.15,311.38,454.87,280.42,546.61,159.64,194.35,165.08,35.49,86.64,176.56,298.53,64.8,219.43,242.62,36.67,42.7,486.54,724.37,180.29,99.56,201.56
265,41.87,118.22,71.73,51.41,57.81,82.33,20.57,70.11,25.11,197.52,257.86,50.75,56.03,120.87,76.52,16.92,68.04,99.45,12.0,51.96,81.41,83.45,47.52,53.47,22.85,140.37,23.24,45.49,21.6,187.35,15.22,40.41,13.32,421.49,108.02,41.84,84.65,23.56,78.35,125.86,37.59,31.48,42.39,14.32,12.74,56.5,80.96,79.51,57.62,37.14,42.13,56.65
266,857.82,112.93,294.38,537.92,420.31,273.95,390.17,75.15,332.61,160.14,51.38,296.26,460.63,84.42,854.91,314.23,84.63,687.85,203.0,74.65,962.62,30.28,69.39,84.96,270.82,203.16,39.79,197.04,127.54,216.83,354.01,384.43,53.67,365.58,73.43,916.72,376.24,511.53,276.2,509.43,285.4,102.55,419.73,169.22,318.65,638.96,362.53,203.14,207.49,526.15,359.17,375.55
267,42.5,84.49,231.82,37.98,56.76,50.67,161.13,156.31,70.19,113.2,57.75,135.03,37.02,111.78,67.58,74.26,66.96,71.63,113.36,112.59,79.57,227.04,45.62,44.98,90.97,0.98,94.33,174.53,26.82,170.27,69.03,121.39,6.89,32.66,199.26,32.11,173.21,9.86,55.18,73.05,53.18,168.15,58.29,123.2,15.92,67.19,147.34,148.25,89.98,162.07,84.16,149.68
268,100.76,73.68,258.65,9.85,9.25,193.95,66.07,45.19,53.75,104.69,81.81,101.79,138.45,197.51,258.24,155.21,63.14,41.18,42.55,248.75,92.07,40.11,192.63,138.96,245.8,373.22,32.46,211.2,135.12,62.65,139.8,221.94,228.97,220.07,327.35,544.83,26.61,88.07,214.62,85.8,61.45,87.95,257.39,127.51,178.51,306.99,307.06,176.45,98.73,186.72,116.98,54.98
269,429.57,141.99,183.09,81.25,280.0,67.66,234.31,384.69,164.04,44.74,216.92,157.09,152.63,246.13,423.06,363.29,195.8,15.94,235.24,190.24,167.65,339.25,163.26,333.96,42.13,256.9,215.71,100.62,167.08,233.86,28.72,120.41,324.61,228.59,160.25,316.26,48.12,190.4,134.06,80.33,69.74,284.72,234.34,375.02,94.4,195.89,146.77,127.46,95.16,184.97,75.32,295.46
270,158.71,197.84,44.44,33.93,158.19,146.03,333.14,275.39,149.0,236.75,228.41,279.64,226.75,246.81,684.81,166.75,88.63,368.12,465.87,566.64,277.33,260.57,251.13,1100.18,596.44,1196.58,153.6,171.91,367.67,285.28,82.9,443.4,416.88,205.27,272.33,579.19,525.08,156.46,51.2,179.39,452.99,356.74,146.76,172.83,89.93,355.75,130.67,174.6,356.01,564.6,667.9,363.16
271,41.86,52.09,12.58,18.45,29.71,65.78,109.37,80.05,42.66,40.95,41.09,21.18,42.11,56.8,5.35,13.58,22.34,88.35,9.55,20.01,10.91,29.75,36.12,77.06,24.34,19.48,11.58,33.34,45.75,26.25,12.32,118.81,29.86,33.36,66.07,63.96,196.94,50.58,30.29,42.23,29.16,24.39,19.89,29.03,21.56,13.43,18.68,48.22,54.31,26.42,24.71,12.49
272,68.26,9.4,184.26,75.83,164.36,174.98,17.66,11.02,103.9,64.06,145.14,42.0,17.66,31.59,70.84,33.35,84.78,24.16,70.94,122.99,59.22,39.09,113.83,76.95,53.68,87.61,64.32,122.5,18.57,31.74,106.68,139.31,23.53,27.07,166.76,33.4,64.51,46.84,134.11,171.53,216.98,68.36,18.8,80.65,53.77,89.82,78.23,94.35,274.85,42.33,159.38,81.98
273,30.02,92.08,33.16,110.16,107.5,21.88,28.29,71.48,122.28,71.83,85.66,114.58,55.76,46.16,63.58,174.15,94.63,18.53,57.69,18.05,168.51,23.89,93.12,75.09,82.88,57.03,44.58,41.23,19.48,70.17,87.17,176.72,24.18,29.18,103.01,23.95,144.18,22.5,74.35,9.45,56.46,166.85,115.01,59.97,85.0,51.9,88.54,31.64,111.99,47.19,115.23,134.47
274,146.14,586.44,857.61,332.61,379.38,70.12,358.81,93.42,124.19,367.12,286.5,245.04,227.57,221.28,402.38,18.64,294.05,355.68,113.8,103.48,151.5,77.74,264.51,245.11,224.7,219.2,247.24,293.46,398.56,221.61,203.28,287.08,499.08,326.9,128.05,242.02,415.06,221.82,678.44,53.8,681.58,362.55,224.49,496.68,930.2,192.4,333.2,309.13,326.08,822.44,256.77,227.71
275,166.05,19.5,142.95,135.68,114.4,298.13,81.2,19.21,134.76,164.24,257.53,234.16,79.95,60.98,25.37,87.43,63.09,87.47,24.57,131.48,64.17,16.61,120.2,171.19,93.51,139.69,93.99,203.27,29.92,294.89,62.7,47.32,173.51,71.14,195.11,187.48,58.22,106.94,62.88,19.37,238.36,96.08,304.9,126.96,146.43,104.37,52.91,234.96,116.56,185.45,95.25,44.06
276,111.86,150.23,196.04,493.85,109.13,205.44,274.94,281.55,124.83,69.36,106.92,125.92,429.4,122.3,32.42,172.36,122.8,152.03,119.13,149.36,108.41,248.43,50.15,310.58,114.91,122.9,139.06,110.62,275.71,191.43,84.51,59.48,336.48,150.9,85.49,259.93,133.93,342.33,97.81,87.51,151.34,74.91,104.01,445.28,71.75,85.48,294.9,204.96,57.88,142.86,262.77,138.31
277,199.93,173.04,458.69,22.02,244.28,196.44,145.77,269.76,134.57,196.13,281.2,445.3,143.09,85.36,117.55,280.81,55.63,179.17,135.39,210.23,312.94,213.71,32.82,174.92,99.58,103.89,221.95,145.84,116.55,78.85,71.51,443.5,377.95,163.17,327.79,130.08,154.5,337.75,140.05,386.45,348.72,133.82,557.09,247.59,402.49,98.8,211.79,24.8,332.27,18.89,122.65,217.66
278,88.21,255.57,138.19,168.75,61.02,69.42,111.75,127.75,281.28,198.45,463.9,134.72,117.24,315.56,179.44,491.12,167.82,295.1,261.87,262.76,164.87,156.64,271.36,118.09,43.54,97.16,223.8,74.67,157.77,193.77,171.52,44.87,180.35,378.69,155.05,101.27,56.56,92.9,122.03,54.88,517.15,174.37,73.18,64.81,32.99,317.39,355.45,201.6,33.91,51.05,76.83,102.68
279,197.91,57.35,227.21,51.6,127.46,157.56,134.93,73.24,409.45,230.42,83.19,96.67,219.44,123.26,135.32,86.31,143.88,569.87,364.82,331.72,170.65,100.26,318.99,424.56,24.71,171.93,106.96,265.58,62.17,144.14,181.14,478.53,212.25,94.52,56.72,250.64,275.85,153.6,99.74,131.86,164.6,137.01,177.27,159.99,141.37,161.21,121.8,178.69,34.98,194.41,412.72,393.51
280,72.72,97.72,25.01,111.38,422.03,38.38,58.48,45.66,73.85,195.77,345.52,235.28,59.14,159.25,133.76,91.48,124.54,219.33,129.98,215.19,218.3,302.23,43.81,214.42,124.65,104.16,149.73,109.36,466.01,163.15,56.64,162.03,150.4,182.98,127.86,42.75,104.51,173.98,96.0,97.86,42.29,41.62,104.49,83.42,437.2,85.48,128.56,193.73,222.24,277.02,132.05,81.07
281,160.1,163.02,133.92,96.8,297.68,485.6,122.13,173.18,259.85,539.81,556.1,64.58,300.22,281.14,209.09,320.78,228.07,180.69,276.29,215.07,123.4,131.84,91.63,394.19,342.59,300.26,159.52,82.23,237.16,305.48,237.21,134.12,121.51,75.85,500.5,285.92,224.52,568.34,390.34,33.55,373.4,176.46,249.86,313.13,281.87,312.11,91.64,108.31,93.62,534.38,149.63,206.97
282,64.76,23.72,73.08,31.83,4.76,185.7,86.2,213.93,177.12,43.73,51.7,143.95,95.06,122.63,55.7,555.83,89.57,144.77,195.71,30.01,75.8,34.12,204.79,171.47,79.0,60.15,22.35,85.28,92.92,88.44,211.43,54.23,40.96,141.46,256.06,85.44,43.52,127.74,143.43,55.17,73.05,43.7,190.23,105.28,28.91,59.64,31.94,88.78,12.9,49.95,51.82,18.64
283,84.17,18.26,78.53,75.5,122.41,96.05,31.51,221.26,68.9,235.7,198.79,6.12,73.29,129.81,129.95,144.66,104.54,92.02,145.06,69.9,51.61,76.89,281.59,114.28,114.63,76.78,37.95,129.08,89.21,152.26,132.04,29.53,39.44,2.77,59.76,36.33,72.4,209.83,63.95,54.91,72.25,27.33,40.18,180.01,59.97,110.35,76.04,25.71,97.43,16.91,34.11,67.75
284,342.96,462.45,291.11,435.92,24.6,549.71,432.34,230.0,165.66,214.66,58.37,488.84,391.26,235.76,364.92,328.72,460.61,326.33,225.2,478.4,272.73,69.53,189.07,302.68,171.77,653.71,213.74,375.56,333.02,81.11,111.38,164.79,876.85,87.02,120.21,266.11,317.31,183.91,316.51,35.82,283.79,81.55,68.34,146.94,238.44,226.96,155.31,110.41,348.16,237.45,135.95,242.95
285,287.51,401.36,285.8,180.43,523.07,173.52,446.48,223.92,137.7,1538.53,129.79,87.0,253.89,27.72,89.79,109.78,111.1,156.97,176.83,1092.72,122.75,123.78,374.78,391.4,248.94,46.97,104.59,196.58,306.07,161.44,426.9,216.17,442.69,93.53,325.17,253.21,245.33,143.62,470.07,245.64,306.0,92.58,548.68,41.46,535.0,453.53,199.56,431.84,100.29,496.68,197.37,21.47
286,229.48,20.22,196.46,61.65,252.94,111.81,145.96,23.18,120.53,361.38,159.46,186.57,144.49,159.67,25.9,194.47,6.6,446.23,129.84,184.05,82.22,187.74,62.0,177.42,68.98,192.22,153.47,111.35,304.86,157.65,87.39,389.14,452.82,130.82,143.48,321.13,97.69,262.28,82.11,49.77,6.12,52.52,142.78,176.19,191.46,425.53,92.1,259.56,110.24,318.25,210.16,143.58
287,216.67,149.19,376.39,79.03,365.44,226.23,51.63,870.09,226.75,199.08,122.65,53.49,131.07,179.24,180.26,167.43,142.76,185.51,1005.94,382.72,365.57,102.19,141.24,214.22,199.1,111.33,66.14,509.07,208.53,153.76,113.19,125.67,291.8,238.62,114.47,220.55,482.96,392.93,74.41,180.62,283.02,243.38,256.84,243.48,385.12,421.98,233.13,97.82,114.46,508.06,123.11,148.21
288,143.06,33.77,313.34,378.67,66.59,262.15,191.82,141.12,226.37,242.76,310.36,38.33,128.1,124.75,215.64,194.96,156.14,41.91,196.26,310.35,277.65,205.64,72.74,380.36,304.12,142.15,58.92,84.75,289.11,451.39,211.59,194.05,258.51,110.87,198.64,395.27,89.71,12.16,219.28,271.0,196.38,58.3,1.84,176.36,631.94,477.15,40.33,199.79,60.54,335.98,27.44,139.18
289,134.73,473.11,56.1,91.59,348.72,112.1,91.82,218.76,112.13,106.41,127.9,223.19,298.4,280.48,325.77,217.53,178.51,241.62,41.32,189.94,201.48,66.28,16.45,60.55,294.54,47.72,64.02,106.57,78.35,211.0,130.78,31.29,193.07,187.64,134.02,163.25,494.02,205.77,241.58,127.9,229.59,142.38,252.03,157.16,154.82,97.16,140.64,130.41,314.47,85.58,95.21,134.17
290,78.71,241.82,36.19,413.98,236.48,489.12,421.8,90.74,157.8,72.58,314.2,167.08,178.63,453.92,125.01,87.84,38.78,193.37,121.64,222.42,50.69,60.0,203.31,351.0,47.31,454.91,31.65,39.8,280.21,192.55,83.62,77.04,30.14,306.9,170.7,192.88,145.07,279.52,537.87,427.69,408.65,85.04,119.18,115.71,119.39,129.32,113.69,136.2,321.2,318.71,305.52,202.9
291,74.7,62.76,80.61,26.16,0.55,105.51,33.32,163.05,21.68,204.93,47.25,186.18,120.62,24.68,119.76,36.45,68.26,41.0,12.59,181.3,82.87,149.77,96.82,112.73,89.58,107.44,62.18,110.84,58.14,115.49,59.97,96.0,57.08,123.42,85.99,79.45,162.95,16.95,112.96,184.88,152.86,85.97,52.66,25.22,122.0,23.37,44.78,74.16,84.04,55.88,205.76,112.38
292,77.06,270.14,71.38,34.47,74.03,53.32,503.75,63.01,109.31,393.35,207.45,111.62,210.52,51.1,125.8,154.28,113.48,90.82,45.59,67.34,38.9,209.56,79.89,55.82,149.94,30.31,66.13,52.28,72.75,27.61,100.65,61.07,23.3,26.98,17.4,84.42,209.44,131.3,43.98,120.94,95.47,122.92,10.78,83.28,98.87,188.59,131.69,66.1,111.59,164.54,62.75,24.87
293,271.47,340.48,467.43,134.46,183.68,307.99,194.16,2324.0,397.28,517.22,333.6,78.8,286.72,106.82,99.05,167.87,444.35,212.75,77.44,268.9,246.18,450.03,421.96,234.16,350.65,89.54,275.03,470.84,65.88,569.12,479.96,234.51,93.4,130.82,15.2,66.77,42.84,655.99,350.68,159.07,357.61,144.57,708.27,281.89,212.34,59.5,237.95,180.34,336.14,137.4,32.82,547.03
294,55.65,179.94,225.13,27.42,86.44,135.55,132.18,144.18,340.05,111.29,272.93,124.6,117.41,586.89,188.53,395.21,170.95,270.25,218.85,89.39,80.98,148.26,75.96,254.22,174.64,271.4,362.25,152.39,70.71,201.75,182.89,197.23,267.52,99.81,214.9,138.88,50.58,345.67,280.44,244.02,64.02,94.54,116.33,254.07,99.44,117.18,243.87,154.43,308.37,186.51,348.5,233.86
295,158.64,547.43,74.14,135.28,112.05,191.71,282.71,441.25,117.39,399.8,196.81,139.84,101.39,131.34,167.11,205.37,97.69,240.58,313.16,344.87,342.82,40.07,35.0,78.85,320.11,47.53,389.27,9.6,452.35,382.91,179.49,235.66,239.58,55.6,97.84,191.91,93.75,176.43,390.63,197.22,68.71,164.85,104.06,93.59,121.5,554.68,123.54,571.96,76.84,46.71,237.6,492.82
296,115.51,221.56,133.53,99.68,223.45,122.38,85.1,116.39,59.13,453.62,299.79,75.2,137.11,43.46,76.08,60.31,74.36,143.14,147.43,154.45,45.23,198.45,11.82,7.32,20.35,106.52,233.34,206.45,136.08,126.56,350.49,57.05,100.33,84.93,174.81,232.33,48.45,161.58,74.04,96.46,115.8,71.1,16.15,305.15,47.31,209.2,25.97,78.64,75.68,160.57,177.99,81.62
297,67.61,21.79,56.99,107.51,86.71,114.54,185.67,76.62,110.79,60.33,48.0,107.08,109.37,21.31,113.15,189.74,232.38,121.55,62.48,31.15,176.66,52.49,346.74,110.05,46.98,358.3,68.61,115.47,121.13,154.75,30.17,138.03,227.09,53.91,97.08,133.16,151.06,124.44,223.46,108.61,396.66,219.91,230.05,27.89,194.22,284.5,70.88,229.54,34.07,74.24,54.58,60.6
298,351.55,370.33,568.22,292.53,651.73,321.19,412.53,274.63,476.2,459.34,760.45,620.59,185.27,313.92,434.12,24.95,413.5,911.03,216.74,576.49,461.38,229.78,130.69,338.01,97.31,33.62,614.99,322.13,558.96,558.89,581.48,723.92,711.64,303.92,353.93,248.56,701.23,643.8,348.98,824.36,912.4,916.22,124.95,309.55,517.76,268.85,556.88,507.97,194.64,342.24,374.22,385.97
299,19.26,96.53,171.23,96.74,52.27,131.22,47.04,147.7,255.99,242.16,54.66,62.93,53.28,367.8,111.8,117.99,208.64,69.03,24.89,76.17,52.67,329.47,96.66,229.23,40.25,42.39,116.76,95.18,78.07,156.52,171.67,300.75,44.19,44.02,135.38,70.52,130.74,103.18,130.88,49.72,413.06,85.75,261.82,211.47,164.01,54.33,123.98,101.08,39.42,56.29,130.64,168.73
300,92.84,81.45,37.52,317.24,451.74,524.12,612.52,241.77,1340.36,312.52,428.68,373.13,508.56,287.46,341.94,218.89,66.72,160.69,38.74,742.09,230.4,353.24,61.87,337.25,412.43,915.87,210.36,144.26,846.14,207.02,172.1,168.6,1044.03,100.19,594.58,112.63,477.32,315.09,368.18,169.12,79.32,301.63,328.39,218.51,397.68,332.8,260.64,482.26,90.74,297.77,942.67,670.89
301,420.48,198.52,229.24,583.62,610.99,208.55,264.49,870.15,695.74,455.47,245.02,181.4,174.16,475.23,480.52,197.47,528.29,159.81,193.68,81.48,189.34,334.13,147.55,118.42,189.36,130.11,120.01,48.5,1506.83,236.57,45.08,133.47,235.09,373.16,151.78,103.64,351.9,327.46,512.54,115.27,373.65,309.06,536.4,728.17,194.72,549.62,438.05,195.4,138.98,133.36,335.29,343.26
302,83.96,268.39,305.79,450.87,180.55,236.43,56.89,113.73,139.5,211.13,126.38,210.72,278.95,103.26,46.05,231.74,331.89,647.29,555.92,259.81,120.06,380.86,285.67,262.78,564.26,358.8,606.83,55.21,190.95,34.82,258.21,161.75,383.27,98.73,444.23,390.53,304.96,352.74,293.17,154.12,385.64,331.19,222.45,163.92,385.61,364.67,132.94,160.4,130.96,601.45,216.69,319.83
303,167.1,60.36,84.39,173.39,158.53,37.44,57.16,151.64,140.72,56.52,154.55,104.52,92.84,60.7,293.0,148.12,50.86,147.36,21.61,72.63,31.32,100.36,60.3,121.95,212.43,231.13,188.36,188.02,212.62,30.33,26.16,84.37,21.42,76.34,59.08,176.38,127.94,120.04,217.11,45.48,80.41,89.03,40.01,158.92,430.43,86.17,55.37,10.3,126.22,140.6,121.43,26.81
304,310.41,86.11,56.34,86.84,200.44,525.69,39.34,59.06,250.84,54.91,229.65,234.26,148.6,119.95,145.09,132.51,57.35,40.29,204.33,96.14,161.91,272.1,97.84,81.66,479.95,101.11,137.91,400.21,140.14,38.05,94.78,66.73,134.53,246.8,29.95,210.5,156.8,440.74,128.42,90.77,184.8,79.51,32.9,215.51,85.38,5.75,93.54,139.4,65.41,66.7,354.81,243.79
305,1582.4,1008.93,325.18,469.73,439.73,133.06,684.49,218.32,175.94,463.42,465.76,241.17,577.83,1261.25,1148.38,159.25,532.96,622.36,706.89,267.87,231.85,693.23,550.54,227.41,371.98,208.87,563.6,920.89,1064.03,233.14,404.8,406.19,681.47,161.96,417.66,850.4,339.3,778.0,1301.11,996.64,1057.28,686.41,762.25,144.1,180.43,701.95,365.48,1121.89,209.12,1103.93,1683.31,187.1
306,191.3,78.29,89.43,65.31,50.5,49.13,35.9,68.16,297.87,25.5,142.4,68.81,118.62,92.38,165.64,62.37,66.51,5.04,51.5,130.56,187.95,18.94,99.55,107.76,69.39,33.64,253.13,174.21,67.57,87.73,78.16,51.68,115.84,60.12,26.62,112.56,146.91,99.04,45.73,176.89,66.16,20.9,76.33,63.81,26.79,28.22,112.09,165.19,85.93,186.67,65.53,186.07
307,485.03,279.63,154.38,618.37,222.74,46.33,243.13,8.16,386.73,275.46,120.63,549.42,582.29,149.44,34.29,397.83,497.94,434.24,370.71,222.39,301.59,104.39,233.68,203.36,391.19,587.45,164.83,318.09,625.61,218.04,118.96,256.38,645.8,118.19,301.95,291.27,202.15,144.45,14.35,236.02,125.45,199.16,177.47,317.74,111.06,106.59,269.54,113.35,146.79,638.44,242.64,127.97
308,102.5,7.06,9.64,8.08,46.46,38.57,42.64,13.24,15.11,36.94,10.95,21.61,40.63,20.62,14.74,37.44,17.19,60.34,63.28,8.4,24.91,9.67,82.27,89.13,124.53,76.83,44.57,49.44,47.64,45.3,23.25,40.08,31.69,63.06,10.64,99.3,23.78,52.66,80.07,36.12,44.48,24.7,126.63,6.55,48.41,16.79,14.4,42.42,84.35,43.64,41.65,11.82
309,122.21,131.11,96.2,116.41,112.28,30.03,86.48,178.53,49.97,301.39,49.63,368.03,165.9,181.1,46.07,171.17,435.86,83.11,297.19,60.29,126.42,148.47,198.8,114.77,28.44,24.29,187.23,195.51,129.23,158.76,69.27,236.07,40.63,333.95,55.22,233.59,268.04,98.88,13.67,25.3,43.81,124.08,45.79,177.97,43.82,54.42,182.24,125.97,56.36,145.1,272.51,184.01
310,565.28,89.85,334.87,497.23,536.06,490.84,257.94,599.25,596.68,633.41,458.73,170.15,544.85,570.81,194.97,375.97,1100.94,368.87,339.63,259.53,789.87,409.79,133.65,1017.23,1266.43,254.68,76.59,227.15,546.44,210.61,1910.32,807.42,546.99,236.82,102.65,315.27,366.77,303.9,63.77,589.35,808.55,130.9,318.97,216.46,66.12,517.17,349.86,375.55,961.97,724.95,288.39,231.13
311,84.45,14.09,89.49,6.31,52.54,7.34,105.03,12.35,58.67,212.04,6.37,45.35,28.26,77.97,17.61,9.25,30.44,54.38,56.92,95.35,50.99,19.38,71.08,22.07,29.09,70.61,82.3,232.4,31.78,30.21,23.69,69.97,130.64,48.05,145.45,51.76,35.71,58.26,57.38,4.35,38.56,83.64,31.28,47.02,97.47,132.85,78.3,9.25,44.46,34.82,31.87,29.95
312,591.07,863.4,404.0,338.28,691.46,364.51,1001.45,500.12,276.52,356.47,615.81,391.43,585.98,814.14,523.77,235.69,250.14,828.73,261.2,181.82,1196.02,312.66,261.62,681.67,489.27,552.13,338.06,224.69,516.45,267.66,154.67,275.23,211.62,240.09,384.64,199.69,151.6,183.88,203.17,295.31,124.09,264.01,1208.45,841.99,198.84,336.28,463.32,406.25,618.47,367.18,105.79,450.08
313,235.83,103.05,289.71,247.02,267.04,357.36,195.64,477.47,237.49,121.91,170.1,40.45,219.46,356.93,152.14,419.99,387.93,159.99,279.74,493.2,235.55,126.57,323.5,82.99,283.54,209.41,186.05,143.04,38.53,80.31,118.34,148.85,185.73,123.79,180.45,63.79,242.0,111.0,128.76,79.04,266.24,190.9,107.14,103.52,23.38,117.64,138.92,226.21,256.01,208.84,104.78,398.36
314,184.2,3.08,181.56,315.73,48.63,195.76,61.71,144.37,55.73,107.22,172.03,77.42,29.13,126.44,92.07,62.93,137.78,193.08,48.07,189.93,130.31,32.68,203.07,136.14,93.32,168.88,222.62,26.25,48.32,141.42,238.83,93.81,283.09,184.34,159.53,69.26,187.21,103.61,177.77,120.53,100.49,38.26,225.68,326.86,155.12,27.38,278.83,242.18,105.46,214.07,438.79,130.25
315,61.41,170.43,570.19,182.07,127.48,221.96,139.72,172.38,37.38,113.58,85.79,214.88,292.36,142.27,239.42,159.99,221.8,128.58,95.71,291.99,57.0,249.15,229.36,47.53,139.56,218.62,16.56,55.36,133.01,140.82,70.45,104.99,72.05,70.7,78.05,306.46,217.71,92.24,247.5,127.94,170.57,183.07,48.51,264.39,95.17,288.97,43.08,161.8,69.07,339.89,119.38,174.08
316,255.03,166.99,150.09,342.69,351.2,228.18,222.15,223.33,205.55,113.43,82.22,99.11,44.95,19.5,255.02,269.16,28.66,108.71,22.72,93.55,123.12,119.11,407.3,122.63,59.17,269.68,150.01,148.2,26.06,66.05,403.97,243.76,25.72,86.98,73.23,243.55,142.75,119.45,156.36,5.87,97.87,210.49,119.92,146.47,239.94,113.51,28.45,197.29,76.11,192.69,480.8,187.36
317,58.71,197.69,44.33,86.81,39.59,312.68,99.62,249.45,58.7,74.33,455.25,318.95,139.47,41.03,160.48,324.22,525.83,88.94,155.0,75.1,190.89,20.92,119.11,102.85,58.44,115.9,257.45,40.93,306.89,209.1,109.04,325.63,165.67,315.54,237.51,223.03,111.72,199.17,43.45,68.83,99.24,217.07,195.72,59.0,99.0,106.94,247.96,119.05,207.97,20.26,95.64,216.29
318,40.67,46.99,40.58,127.42,300.75,132.26,156.19,174.29,97.94,620.11,56.75,248.59,326.36,40.4,198.76,166.94,132.37,338.34,220.26,193.83,140.58,114.94,106.79,105.58,151.47,53.19,93.04,269.24,195.75,327.94,34.58,59.83,100.26,165.92,76.76,35.51,283.87,140.3,384.34,123.72,309.96,183.17,189.9,162.43,22.01,153.7,101.12,101.01,158.69,213.4,35.75,120.43
319,91.52,79.86,57.36,102.83,45.46,136.61,85.25,393.48,123.57,255.47,82.74,11.63,128.15,182.23,260.59,357.15,246.75,63.23,208.68,314.69,171.28,173.88,167.28,392.94,33.12,387.77,148.08,579.1,218.81,260.2,247.25,106.58,853.56,194.53,167.33,179.16,183.05,582.38,239.72,68.92,47.41,91.59,102.7,165.74,78.53,226.4,35.36,553.23,170.53,172.45,115.06,265.04
320,648.16,309.81,337.53,720.31,546.42,551.5,174.88,488.87,742.21,106.35,550.89,925.04,234.65,234.1,86.62,426.08,248.83,28.23,148.83,198.75,238.39,670.86,359.91,897.38,1383.98,458.92,727.96,346.85,99.79,660.62,203.41,295.59,218.71,276.16,214.39,677.47,538.6,609.49,159.76,1039.46,972.55,362.38,610.7,502.12,608.95,499.34,436.86,480.37,532.75,831.07,415.69,292.18
321,252.54,39.82,156.0,104.66,137.56,118.11,160.57,117.29,162.94,398.8,111.29,135.93,240.18,139.63,57.9,104.87,205.97,210.49,47.63,526.76,251.99,156.43,62.72,438.76,91.96,285.81,234.37,97.99,365.33,134.47,220.16,348.77,135.42,38.67,151.0,65.39,211.0,185.23,778.64,189.13,143.75,148.95,201.45,127.87,195.93,379.08,314.47,130.37,327.99,49.87,308.18,468.61
322,101.16,349.31,212.59,172.66,175.15,29.47,231.46,86.52,279.21,315.15,53.95,144.08,163.13,62.83,93.32,254.7,49.33,175.83,240.15,238.36,117.83,347.45,114.22,158.3,333.66,87.28,131.05,211.46,139.3,111.41,81.23,72.57,238.0,95.44,205.46,75.83,452.72,195.11,445.27,94.26,224.35,417.74,27.49,54.48,197.54,311.37,221.2,43.66,283.55,17.33,265.98,283.06
323,104.78,214.55,493.18,202.42,472.54,87.34,161.56,574.39,207.14,21.09,57.81,257.31,110.42,204.61,236.25,346.98,218.88,278.22,203.04,329.11,223.67,143.2,102.39,134.24,263.82,104.21,146.77,209.45,135.34,61.43,113.14,138.46,88.44,177.58,73.17,348.17,72.67,192.01,40.43,297.47,234.98,511.78,49.24,71.1,303.58,372.76,240.29,62.19,345.38,223.08,273.65,225.01
324,162.88,248.91,46.43,273.85,79.22,152.05,183.87,144.92,113.68,156.4,130.89,260.83,253.19,136.09,407.82,633.88,294.39,60.51,212.9,176.66,104.79,259.92,525.32,22.71,115.62,331.09,369.48,100.11,245.44,271.13,369.62,417.87,33.44,525.15,336.39,108.3,386.34,119.53,492.9,136.75,105.37,110.31,50.87,67.18,189.28,163.13,50.54,90.06,504.23,133.62,29.03,441.22
